"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_05510",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05511",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05512",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05513",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05514",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05515",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05516",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05517",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05518",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05519",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05520",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05521",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05522",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05523",0,0,2,0,0,0,0,0,0,0,0
"Fungi__Ascomycota__Saccharomycetes__Saccharomycetales__Saccharomycetaceae__NA__NA__Seq_05524",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05525",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05526",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05527",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05528",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05529",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05530",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05531",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05532",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05533",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05534",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05535",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05536",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05537",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05538",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05539",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05540",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05541",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05542",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05543",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05544",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05545",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05546",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05547",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05548",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05549",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05550",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05551",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05552",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05553",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05554",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05555",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05556",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05557",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05558",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05559",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05560",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05561",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05562",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05563",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05564",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05565",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05566",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05567",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__Platyhelminthes__NA__Tricladida__Planariidae__NA__NA__Seq_05568",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05569",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05570",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05571",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05572",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05573",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05574",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05575",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05576",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05577",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05578",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05579",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05580",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05581",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05582",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05583",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05584",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05585",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05586",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05587",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05588",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05589",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05590",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05591",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05592",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05593",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05594",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05595",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05596",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05597",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05598",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05599",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05600",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05601",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05602",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05603",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05604",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05605",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05606",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05607",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05608",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Seq_05609",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05610",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05611",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05612",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05613",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05614",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05615",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05616",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05617",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05618",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05619",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05620",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05621",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05622",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05623",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05624",0,0,2,0,0,0,0,0,0,0,0
"Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Seq_05625",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05626",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05627",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05628",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05629",0,0,2,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_05630",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05631",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05632",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05633",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05634",0,0,2,0,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05635",0,0,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05636",0,0,0,5587,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05637",0,0,0,4824,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05638",0,0,0,4734,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05639",0,0,0,58,0,1973,0,0,0,0,0
"Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra oligactis__Seq_05640",0,0,0,448,569,267,0,168,107,470,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05641",0,0,0,1705,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05642",0,0,0,1585,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05643",0,0,0,1118,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05644",0,0,0,637,169,75,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05645",0,0,0,425,0,0,0,0,44,406,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05646",0,0,0,783,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05647",0,0,0,775,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05648",0,0,0,89,425,225,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05649",0,0,0,18,219,122,199,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05650",0,0,0,4,0,0,0,13,394,149,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05651",0,0,0,6,273,120,0,0,13,119,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05652",0,0,0,527,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05653",0,0,0,483,0,0,0,0,0,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05654",0,0,0,500,0,0,0,0,0,0,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_05655",0,0,0,495,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05656",0,0,0,480,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05657",0,0,0,11,0,0,0,38,203,221,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05658",0,0,0,457,0,0,4,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05659",0,0,0,387,0,0,0,10,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05660",0,0,0,387,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05661",0,0,0,373,0,0,0,0,0,6,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05662",0,0,0,9,0,0,0,63,79,218,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05663",0,0,0,309,0,0,0,0,12,35,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05664",0,0,0,350,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05665",0,0,0,330,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05666",0,0,0,254,0,0,0,0,27,47,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05667",0,0,0,72,158,73,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05668",0,0,0,28,0,0,236,0,0,35,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05669",0,0,0,289,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05670",0,0,0,289,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05671",0,0,0,199,50,34,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05672",0,0,0,11,0,216,0,50,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05673",0,0,0,18,101,133,0,0,16,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05674",0,0,0,258,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05675",0,0,0,241,14,0,0,0,0,0,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_05676",0,0,0,179,0,0,0,20,42,14,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05677",0,0,0,230,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05678",0,0,0,218,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05679",0,0,0,214,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05680",0,0,0,95,0,0,0,44,30,38,0
"Metazoa__Arthropoda__Insecta__Diptera__Simuliidae__NA__NA__Seq_05681",0,0,0,131,40,33,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05682",0,0,0,198,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05683",0,0,0,15,0,0,113,0,69,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05684",0,0,0,194,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05685",0,0,0,88,0,0,0,0,0,97,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05686",0,0,0,177,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05687",0,0,0,174,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05688",0,0,0,171,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05689",0,0,0,4,32,17,0,4,20,93,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05690",0,0,0,25,71,21,0,0,27,25,0
"NA__NA__Dinophyceae__NA__NA__NA__NA__Seq_05691",0,0,0,165,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05692",0,0,0,164,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05693",0,0,0,10,0,0,0,6,45,101,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05694",0,0,0,101,10,0,0,0,9,41,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05695",0,0,0,156,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05696",0,0,0,152,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05697",0,0,0,89,19,0,0,0,0,44,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_05698",0,0,0,48,54,32,17,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05699",0,0,0,79,0,0,0,0,0,70,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05700",0,0,0,112,0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05701",0,0,0,139,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05702",0,0,0,139,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05703",0,0,0,6,132,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05704",0,0,0,137,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05705",0,0,0,136,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05706",0,0,0,79,48,9,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05707",0,0,0,134,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05708",0,0,0,133,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05709",0,0,0,129,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05710",0,0,0,78,51,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05711",0,0,0,113,15,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05712",0,0,0,127,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05713",0,0,0,7,0,0,0,24,23,73,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05714",0,0,0,125,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05715",0,0,0,124,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05716",0,0,0,122,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05717",0,0,0,27,0,0,42,0,12,41,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05718",0,0,0,13,0,0,13,0,47,49,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05719",0,0,0,54,0,0,0,0,0,67,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05720",0,0,0,11,13,0,0,8,15,69,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05721",0,0,0,85,23,4,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05722",0,0,0,110,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05723",0,0,0,45,41,24,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05724",0,0,0,109,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05725",0,0,0,106,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05726",0,0,0,18,0,0,0,0,32,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05727",0,0,0,103,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05728",0,0,0,102,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05729",0,0,0,98,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05730",0,0,0,97,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05731",0,0,0,95,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05732",0,0,0,20,0,0,0,0,51,24,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05733",0,0,0,12,0,0,0,0,0,83,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05734",0,0,0,8,0,0,12,0,34,41,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_05735",0,0,0,93,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05736",0,0,0,27,35,31,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05737",0,0,0,92,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05738",0,0,0,90,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05739",0,0,0,89,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05740",0,0,0,88,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05741",0,0,0,86,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05742",0,0,0,85,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_05743",0,0,0,18,0,0,0,42,24,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05744",0,0,0,83,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05745",0,0,0,19,6,6,0,0,11,41,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_05746",0,0,0,82,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05747",0,0,0,82,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05748",0,0,0,75,0,0,0,7,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05749",0,0,0,81,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05750",0,0,0,81,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05751",0,0,0,81,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05752",0,0,0,69,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05753",0,0,0,80,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05754",0,0,0,4,0,0,0,0,19,57,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05755",0,0,0,6,0,5,4,0,10,54,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05756",0,0,0,77,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05757",0,0,0,77,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05758",0,0,0,75,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05759",0,0,0,75,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05760",0,0,0,73,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05761",0,0,0,25,37,11,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05762",0,0,0,71,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05763",0,0,0,71,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05764",0,0,0,61,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05765",0,0,0,21,33,16,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05766",0,0,0,69,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05767",0,0,0,69,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05768",0,0,0,69,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05769",0,0,0,40,0,0,0,0,0,29,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05770",0,0,0,21,48,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05771",0,0,0,67,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05772",0,0,0,3,0,0,0,0,20,44,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05773",0,0,0,66,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05774",0,0,0,66,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_05775",0,0,0,66,0,0,0,0,0,0,0
